Detalle del Correo	VALIDACION 1	CODIGO 1
Buenos Dias  Consulta podre solcitar un crédito que tiene por objetivo saldar el pendiente, cancelar línea de crédito y quedara un saldo de libre disposición de $ 5.000.000.-  Envio mi clave SII para que analice si es posible, le agradecería que me respondiera por un si o un no  Muchas Gracias.  Lorena Vargas	3	98
Hola Estefania,   Que tasas están manejando de créditos de consumo???  me cuentas, gracias.	3	6
Por favor necesito los valores para prepagar credito consumo.	3	8
Hola Pamela, necesito me orientes,  necesito ver un crédito para construcción de casa.  Que necesito, que producto conviene mas , etc.  atenta  a tus comentarios,   desde ya muchas gracias.	3	1
Jessica o Paola,  Por favor pagar la letra de mi crédito pendiente.  31 05/04/2018 Morosa 383.206,00 Traté de hacerlo por la página del banco pero no me dejó.    Quedo atento.  Saludos y gracias   Hernán Tello C. 	3	11
estimada Grace  buenos dìas  es posible que me envíe el prepago de ambos créditos.-  a mi correo   mil gracias  fernanda Cornejo 	3	7
favor carla cobrarme el dividendo. Saludos. Evelyn Melgarejo.	3	11
Hola Ximena,  Necesito hacer la tasación de un departamento usado que me interesa adquirir, favor indicame de que forma debo proceder para que el banco tase y cual seria el valor.  Atentamente  José	3	4
Estimada Lorena  Espero se encuentre bien, le escribo para solicitar un comprobante de pago mensual por el crédito que poseo.  Quedo atento a su respuesta   Muchas gracias   Saludos 	3	13
pamela, me gustaria simular un credito por 15.000.000 sin seguros a 60 meses me ayuda por favor.	3	1
Daniela buenas tardes, te contacto para tener mas antecedentes sobre los creditos hipotecarios del banco pues estoy interesado en comprar una segunda casa, espero tu respuesta, saludos, David Chandia, mi mail es Dchandia_28@hotmail.com 	3	4
Estimados, Necesito prepagar el crédito de consumo que tengo con uds. Agradeceré me contacten, mi rut es 9.669.996-4	3	7
Pamela hola necesito pagar un credito de consumo que tengo una cuota venviada y no puedo.  como se hace o puedes hacerlo tu?  atte,  mjcueto	3	11
Hola Claudia. Por favor te pido me puedan contactar para revisar que opciones me pueden ofrecer para un crédito de consumo. Muchas Gracias.	3	1
Buenos días,   Favor pagar crédito hipotecario correspondiente al mes de septiembre.  Saludos.	3	11
Daniela como esta, me puede hacer efectivo oferta de credito ofrecido en mis ofertas por 17.300.000 solo a 36 meses. Muchas gracias	3	3
Hola Drina,  Necesito pedir un consumo de 10 millones. Como lo ves?  Me avisas por favor.  Saludos!	3	1
Hola Carolina, Estoy evaluando preparar el crédito que tengo tomado con uds. Por favor me puedes enviar el valor de prepago.  Gracias	3	7
María Consuelo , por favor cargar los créditos hipotecarios ...  muchas gracias  Atte.-  LV	3	11
Estimada Lorena  Junto con saludar, favor cancelar cuota mes de Abril. Dineros se encuentran disponibles en la cuenta.  Saludos,  Priscila Payacán C. 	3	11
Buenos días Gabriela, en la actualidad mantengo un crédito hipotecario con Banco Santander y mi idea es poder tener solo un Banco., ustedes me pueden indicar cual es la tasa que están aplicando para los crédito hipotecarios para ver si me conviene, además de saber  cuantos años es el mínimo que podría pagar, estaré atento a tus  comentarios. 	3	15
Estimado por favor prepagar crédito y linea de crédito	3	7
Buenos días Cecilia, junto con saludar te quisiera solicitar una cotización de un crédito hipotecario por 2177 UF corresponde al 85% del precio del depto. ya pague un 15% de pie. De igual forma te quiero pedir una cotización de un crédito de consumo por $6.500.000 en 24 cuotas por favor, y si tengo la factibilidad de sacar ambos créditos juntos.  Gracias  Roberto Silva Salinas 	3	4
Estimada Marion: muy buenas tardes, espero que este bien. Solicito por favor me indiquen en que proceso se encuentra el prestamo hipotecario del departamento de  alcantara. Si ya esta pagado, por favor entregar documento indicando que se encuentra pagado el departamento. Es decir, el alzamiento de Credito Hipotecario. Desde ya muchas gracias y quedo atento. saludos Fernando Pulido J. 	3	13
Marcela: Favor contácteme, necesito información sobre crédito hipotecario.  Atte. Cristian Godoy M.	3	17
Estimada Daniela:   soy Ximena Campos  y te escribo porque necesito tomar un crédito de consumo con ustedes; he realizado la simulación; y necesitaría 4.400.000 con 3 meses de gracia  a 12 cuotas. espero tu respuesta pronto.  de ante mano muchas gracias. Ximena Campos Vieras.	3	3
hola  estoy de vaca pero quisiera unir en un solo credito los creditos de consumo que tengo  saludos  jl	3	12
Estimada  Quería saber si el banco tenia una oferta de crédito hipotecaria. Estoy interesado en comprar un depto de 3550 UF, y quería analizar alternativas.  Saludos.	3	4
Alejandra: Por favor cargar a la cuenta corriente la cuota de crédito de consumo.. Fondos disponibles Gracias Jaime Rodas S rut 6.458.554-1	3	11
Estimada Consuelo:  Me llamaron del banco ,hay algún problema para pagar las cuotas de  los créditos hipotecarios?  Saludos Patricio Correa	3	13
Estimado Eduardo me puedes cotizar un credito por 12 millones pagado en 24 couotas  saludos	3	1
Hola Paola, te he llamado porque necesito un documento para pago de las 3 cuotas pendientes del préstamo asociado a tarjeta de crédito (febrero, marzo y abril 2018)  Saludos y gracias de antemano  Mauricio Cataldo López	3	11
ESTIMADO COMO ESTAS BUENOS DÍAS , LA CONSULTA ES HAY POSIBILIDAD DE RE FINANCIAR MI DEUDA COMO LE SOLICITE MIS DEUDAS PERSONALES. GRACIAS 	3	1
Buenas tardes Estimada,  Alguna novedad con respecto al crédito de consumo consultado.  Me pueda hacer una simulación por $20.000.000 para repactación de deudas.  saluda atte. Yuri Nuñez.	3	1
Estimada   favor tu ayuda necesito prepago de crédito vigente, desde ya agradezco tu ayuda   saludos 	3	11
Grace;  Por favor, necesito tomar un crédito de consumo por 2.500.000 para ordenar mis cuentas y otro gasto que necesito cubrir. Solo me permite seleccionar la opción de re-financiamiento.  por favor tu ayuda  Gracias	3	3
Ya transferí para el pago del crédito. Gracias.SALUDOS	3	11
favor cargar cuenta corriente para pago de crédito en cuotas atrasado atte RV	3	11
Estimada  Gusto en saludarla, una consulta, pague mi tarjeta hace unas semanas y luego llame a fono clientes para pedir el aceleramiento de la tarjeta, quedaron de confirmarme que estuviese OK sin embargo no tengo novedades al respecto, podría por favor confirmarme que se haya realizado el aceleramiento?  Saludos cordiales  Victor Venegas RUT 15.795.062-2	3	9
Estimada María Fernanda   alguna noticia del crédito hipotecario?	3	98
Estimada paulina junto con saludar solito pagar mi cuota del credito hipotecario y mis  cuotas de los 2 prestamos que tengo desfe mi cuenta corriente o linea de credito para poder saber el total. Muchas gracias.	3	8
Estimada Andrea:  Junto con saludarte cordialmente quisiera si es posible realizar una evaluación para un crédito hipotecario.  Quedo atento a tu respuesta.  Saludos cordiales.	3	4
Estimada Pamela, Esperando estes bien. Necesito evaluar un credito hipotecario para comprar una casa de 9500uf con 15% de pie (junto a mi señora). Me avisas que información necesitas. Gracias!  Bastián	3	4
Tatiana quisiera saber las condiciones para un crédito hipotecario. Estoy viendo propiedad nueva de 6000 UF y necesitaría 80% crédito aprox. Gracias. saludos,	3	4
Hola Claudia, necesito por favor que me expliques porque me suben todos los meses la cuota del crédito corfo que tengo. este crédito es de cuota fija, esta bien que tenga variaciones pequeñas, pero no de más de 7.000 pesos de diferencia por cuota.  mes cuota dif oct-17  $959.871   nov-17  $959.532   $-339  dic-17  $964.322   $4.790  ene-18  $965.286   $964  feb-18  $967.097   $1.811  	3	13
Buenas tarde. Estoy viendo una propiedad por 5650 UF, tengo en este momento $20500000 para el pie. Es viable buscar financiamiento con ustedes?	3	3
Hola Gabriela, cómo estás?.  Quería saber si me puedes similar un crédito de consumo de $3.500.000 en 12 cuotas por favor.  Muchas gracias. Matías	3	1
Pamela, solicito evaluación de compra de cartera hipotecaria, favor me puedes decir que tasas están manejando. saludos	3	14
Agradeceré efectuar pago cuota crédito atrasada. Gracias	3	11
Marcela, buenos días. Primero que nada, te deseo éxito en tu nuevo cargo. Pasando a mi solicitud, necesito saber el prepago total al día de hoy del crédito de consumo N° 544047 que curse el 28 Abril 2018. Quedo atento a tu respuesta, gracias.  Saluda atte Joan Rivera L. 11.932.628-1 Celular: 993185811	3	7
quiero pedir un credito de consumo por 3 a 6 meses o una repactacion de deudas... puedo optar a ello? 	3	3
buenos dia, solicito que se pague el consumo por favor 	3	11
Estimada Claudia:  Le agradeceré cotizarme un crédito de consumo por $ 15 millones a 36 meses, a la mejor tasa del banco.  Saludos.  Mario Puentes	3	1
Buenas tardes Claudia,  Soy Maria Fernanda Baladrón, cliente de tu cartera.  Junto con saludar, te cuento que quiero tomar un Crédito Hipotecario.  Ya tengo seleccionada la propiedad a comprar, por lo cual solicito me puedas enviar simulaciones para evaluar las condiciones que ofrece el Banco.  Las características de la propiedad para simulaciones son:   Tipo: Departamento Estado: Usado   Valor Propiedad: 140.000.000 Pie: 50.000.000 Crédito solicitado al banco: 90.000.000   Solicitud simulación:	3	3
Estimada , favor evaluar posibilidada de credito consumo por monto de 20 mill.a 24 o 36 meses. Saludo Oscar Valladares Pereira 	3	1
Estimada Grace Quisiera solicitar un crédito de consumo de $ 2.500.000 en 24 cuotas.  Es posible que me lo otorguen?  Saludos cordiales	3	1
Claudia  Por fa me puedes cotizar un préstamo de consumo por compra de cartera de $20.000.000 a 4 y 5 años plazos solo con seguro désgravamen.  Saludos	3	1
Estimada, por favor indicarme como puedo pre pagar el crédito que mantengo vigente.  Saludos	3	2
Hola Luis Hoy recibo mi pago mensual y deposito sobre giro, y deposito el monto para pagar la cuota del prestamo que esta bajo mi rut 7.129.548-6  Tambien depositare en la cta cte de empresa para pagar el credito de fecha 25 de enero te envio los datos para que lo pagues sin falta Inmob. Entre Lomas y lo Herrera Ltda Rut 76.044.494-4 Cta Cte 2028311-01 Muchas Gracias Ricardo Veliz 973794510 	3	11
Estimada Mónica; agradeceré cargar a mi cuenta corriente hipotecario pendiente.- Atentamente Yazmín   	3	11
Necesito saber si ser aprobado el crédito como para pasar por sucursal a retirar el vale vista.	3	17
Hola Francesca,  Voy a prepagar los 2 créditos de consumo que tengo con ustedes, numero 000000488125 por 25.9 millones y numero 00000527506 por 9.9 millones.  Dado que los pago con un fines generals de otro banco, me estan pidiendo los certificado de ley 20.130 de ambos créditos.  Favor enviar a mi correo rveraj@gmail.com Gracias,  Rodrigo Vera	3	7
nury por favor me puedes cobrar el hipotecario   saludos y gracias 	3	11
Estimado René  Agradeceré cancelar crédito penúltima cuota.  Saludos  Luis	3	11
Hola Ana María, necesito tramitar un hipotecario, si me puedes llamar para verlo contigo 	3	5
Natalia:  Hola buenas tardes, quisiera me evaluaras una compra de cartera.  Tengo productos en 3 Bancos.  Confirmame para enviarte la info.	3	3
Hola Claudia Es posible un credito a 12 meses por 1500000? Es para pagar la tarjeta de credito y el saldo de credito que tengo. Me confirmas por favor. Gracias	3	1
Estimada Claudia:   Como estas , espero que bien.   Estoy necesitando el saldo insoluto de mi crédito hipotecario con con el banco.   Me podrías enviar, por favor, un estado de cuenta actual y asimismo, una simulación del total de la deuda a pagar si lo hiciera a septiembre del 2018. Entiendo que el saldo insoluto de la deuda se castiga con tres meses de interés si uno quiere pagar el total.   Desde ya agradeciéndote tu ayuda en este tema   y quedo a la espera de tus noticias .   Atte.   Marco A	3	8
Hola Verónica, estoy pensando en cerrar mi cuenta en el BBVA, por lo que el SECURITY deberá comprar la cartera. Tengo dos préstamos en el BBVA, los que suman $ 4.854.270 Debo $ 2.451.741 en la Línea de Crédito Las dos tarjetas de crédito están al día, ya pagadas.  Tengo un PAC en Cruz Blanca que fluctúa en los $ 188.000 mensual, correspondiente a la salud de mi ex-esposa. Tengo otro PAC con la ONG JURE, que descuentan como $ 8.000 cada 3 meses. El resto son seguros de tarjetas y cosas así. En to	3	3
La respuesta a mi inquetud ha sido parcialmente respondida, ya que lamento informarte que con fecha 17.06.2017 fallecio quien fue mi luz, mis esperanzas, y mis sueños, aun al recordarla mi corozon se entristece por su forma de ser fue quien dio vida a una familia MARITZA REYES MATTIG Q.E.P.Z.- por esta razón pregunto por el cobro y además que en el contrato no aparece este adicional, si aparece el seguro que se cobra mensual.... por favor aclarar .... gracias	4	4
Hola!  Me puedes enviar un listado con todos los seguros que pago por esta cuenta y productos asociados (LCR, TCR, etc)  Gracias. 	4	4
Quiero renunciar aun seguro, ya que por lo que leí en la poliza no tiene cobertura en zonas rurales, lo pago hace casi 3 años.  Gracias!	4	6
hola, quiero dar de baja el pago de seguro anti fraudes.  basta con este mensaje o se debe hacer algo mas?  saludos,  Leonor Bravo Fried	4	6
Estimada Ingrid: El 24 de abril pasado te escribí solicitando la desactivación del seguro de cesantía (P.A.C. SURAMERICANA SGROS GRLS-CESANT 00000000000 $ 14.307), sin haber recibido ninguna respuesta hasta la fecha. ¿Se hizo ya el trámite que solicité? Quedo atenta a tu respuesta. Cristina Santibáñez 	4	6
Estimada María Consuelo, me puede informar, cuando se abonara el valor de devolución del seguro, al cual renuncie,  atte.,  Gloria Brante Aqueveque	4	98
Cecilia,            favor envíeme el formulario de cancelación del seguro asociado a mi cta cte  saluda atte.	4	6
Estimada Isabel, por favor me podrías enviar la póliza de mi seguro, ya que la he solicitado en varias oportunidades y no me la han enviado, o me podrías informar a quien debo pedirla. Gracias.	4	7
Hola. Necesito saber si tengo Seguro de Fraude contratado, si no es así, cuánto saldría contratarlo?  Muchas gracias.  Cristina Gisla +56942255346	4	8
Hola Loreto:  EL credito de consumo que tengo contratado, tiene seguro de cesantía?  Saludos,	4	4
Estimada,  Necesito saber si el seguro de cesantia que se esta cargando a mi cta cte esta asociado al crédito de consumo que tengo. ademas la póliza de este no me ha llegado, favor respuesta de estos dos temas. 1. si el seguro de cesantia esta asociado al credito 2. si es asi favor enviarme la póliza para revisarla.  atte.  Ronald Martinez  	4	98
Hola Maria Jose, quiero quitar el seguro de fraude que se me carga a mi cuenta corriente el de 7 mil. Me puedes hacer esa gestion x  favor.  Gracias Besos	4	6
Hola Paola, hace años contratè un seguro catastròfico de Vida Security. Tu me puedes averiguar que lo tenga? Veo uno que tengo de vida pero no logro ver información sobre el catastròfico.  gracias	4	4
Hola Waleska  Necesito el nombre y contacto de mi ejecutiva del Seguro de Vida con APV  Gracias	4	98
Buenos dias , tengo 1 camioneta Sangyon Action 2018 que quiero cambiar de seguro , actualmente lo tengo con Santander ,esta está a nombre de mi empresa pero es de uso personal , ademas tengo un suzuki siwt 2015 , a mi nombre. tengo un suzuki gran vitara 2014 a nombre de mi sra. asegurado en Consorcio y por último  un Toyota Yariz 2006, a nombre de mi hijo. ¿Me puedes cotizar los seguros , siempre los tomo con 3 UF de deducible. Saludos	4	8
Estimada Srta Paula: quisiera consultar cuales son los pasos a seguir para poder hacer validos los seguros que poseo en mis créditos de consumo y el crédito Hipotecario, debido a que me enviaron la carta de aviso en mi trabajo, quedo atento a sus comentarios saludos Eliecer Viscay  	4	9
Nicolas porfavor da termino al cobro de los Seguros de Hogar que tengo solo deseo continuar con los seguros de fraude agradecida saluda atte  Patricia Dagach	4	6
estimada Pamela, junto con saludarte, necesito eliminar el seguro que se carga en la tarjeta de crédito, por lo que te agradeceré me indiques el procedimiento.  quedo atenta a comentarios. muchas gracias.  saludos,  Marcela Carmona	4	6
Estimada: Junto con saludarte y deseando que tengas buen día, quisiera saber a que corresponden los 2 seguros que se me descontaron de la cuenta el día 09-07-2018  saludos.  ATTE.  Alejandro Maldonado.	4	4
Estimada Lorena buenos días,  Junto con saludar te comento que al revisar los movimientos de la cuenta, existe un cobro por el item P.A.C. ZENIT SEGUROS GRALES S.A-FRAUD por 6 mil y algo. No recuerdo haber contratado algún seguro, pero me gustaría eliminarlo.  Saludos y gracias por la gestión.  Atte. Felipe Sotelo.-	4	6
Hola Francesca ¿Cómo estas? Te escribo para saber como va el tema del seguro de desempleo, el día 07 de Mayo se cargo una cuota. ¿Cómo funciona?, ¿Dónde envío la cartola con las cotizaciones previsionales?  Saludos,	4	9
Victoria , favor eliminar seguro de fraude. Gracias	4	6
Pamela :    favor urgente  tome seguro de viaje como contratante  desde el 13 al 19 de octubre viaje a punta de cana .  favor me puedes indicar el valor del seguro  y donde sera cargado y cuando dado que  no me aparecio el valor exacto en  al momento de contratarlo . En la pagina esta con 10$ de descuento si se cargaba a la tarjeta one  Espero  tu pronta respuesta   catalina  Silva 	4	9
Hola Margot me podrias enviar la poliza del seguro que tengo tomado con ustedes  P.A.C. MAPFRE SEGUROS VIDA Y AP TOTAL                      C+        9114,00  Espero tu respuesta	4	7
Porque es tan caro el seguro de fraude que cobran. Tienen opción mas económica??	4	98
Estimada Lydia  Favor necesito renunciar al seguro de cesantía. Quedo atento a los pasos a seguir.  Gracias 	4	6
Hola,  Perdí la tarjeta y tengo cobros de compras que no hice ese día. Ya la bloquee pero cual es el procedimiento que tengo que seguir para usar el seguro de robo para recuperar esa plata?  Quedo atento, Saludos	4	4
Estimada Nicole:  Tengo 2 consultas y una solicitud: la primera es si la segunda cuenta corriente de banca personas tiene algún costo, si el seguro de fraudes está incluido en le que pago por la cuenta 1  la segunda consulta es sobre la posibilidad de abrir otra cuenta de una sociedad que estoy creando para consultora.  La consulta es qué tengo que hacer para que mi cuenta corriente se traslade a santiago, a la sucursal de Estoril  saludos y muchas gracias   	4	4
Hace mas de un mes que solicite la devolución de la prima no consumida de los seguros de desgraven de los  créditos de consumo que pague y no he tenido respuesta. Necesito una pronta solución a este tema, ya que mi ejecutiva y la asistente comercial no han tenido respuesta del área de seguros	4	98
Hola Carolina,    voy a dar de baja el seguro de fraude que tengo contratado por medio de Uds.  Me orientas por favor sobre los pasos a seguir?  Gracias y saludos! Rodrigo	4	6
Estimada Daniela,  Necesito eliminar el seguro vigente por fraude. Favor me indica como proceder.  Saludos y gracias de antemano  Sandra Valenzuela	4	6
Claudio Coreponden tres cobros en el mes por seguros P.A.C. ZENIT SEGUROS GRALES S.A-FRAUD por $ 4.318 c/u?  quedo atento a la respuesta,   Gracias  Erneto Bull T	4	98
Hola María Jose junto con saludarte, quisisera solicitar me sacaras el seguro que tengo por fraude.  desde ya muchas gracias por tu gestión   Saludos Cordiales  ma. Soledad Anjarí F	4	6
Estimados, favor solicito devolución de seguro desgravamen, motivos personales.  Ademas de renuncia a seguro cesantia, asumo cualquier tipo de responsabilidad con mi crédito.  Saludos 	4	6
hola paulina, favor de rescatar el detalle de la paliza del seguro catastrófico por enfermedades. Gracias. 	4	7
Hola Paulina! quiero saber que tipo de seguro tengo vigente si me roban/clonan las tarjetas.  Saludos y buena tarde! María José	4	4
Estimada Paula  Por favor quiero anular el seguro de fraude.  P.A.C. ZENIT SEGUROS GRALES S.A-FRAUD  Me cuentas que tengo que hacer para cancelarlo por favor ?  Gracias  Natalie	4	6
Por favor, necesito terminar los seguros asociados a mi tarjeta de crédito, de manera urgente, es mucho dinero y no quiero seguir pagando. Qué debo hacer?. Gracias.	4	6
Pamela...   Junto con saludarte,  me gustaría consultarte, si mi cuenta tiene un seguro de fraude...??    Me podrías avisar...  Gracias	4	98
El día 31 envié un correo señalando que hechas las averiguaciones en MetLife, corresponde al Banco eliminar el Seguro por cuanto figura en sus registros como el ente que supuestamente me vendió el seguro.  Espero una respuesta, puesto que ya han transcurrido varios días. 	4	6
Estimados, hace varios meses yo había tomado por error un seguro con cargo a mi tarjeta de crédito y pedi a mi ejecutiva que lo cancelara. Hasta la fecha no lo han hecho y la deuda sigue aumentando. El seguro no lo quiero así que por favor reserven todo esto que me esta generando problemas con ustedes.	4	6
Hola, por favor dar de baja este seguro 15-05-2018 P.A.C. ZENIT SEGUROS GRALES S.A-FRAUD 00000000000 $ 4.325   Gracias	4	6
Hola Drina que ria preguntarte por un cargo de seguro Mapfre vida en la cuenta corriente  no tengo poliza y no se lo que cubre...Me podrías consegur la poliza y que cubre ( no lo recuerdo bien)	4	7
Estimada Caroline  En la actualidad tengo un seguro de salud que me están cargando en la tarjeta de crédito, agradeceré cambiar la modalidad a cargo en cuenta corriente  Y por otro lado no me ha llegado esa póliza, ¿a quién la solicito?  Saludos y Gracias	4	7
Hola Marco En marzo tomé un crédito, sólo con seguro desgravamen. Desconozco por qué me están cobrando seguro de cesantía. Si lo tomé por error necesito anularlo. Atte Ramón Acuña CI 9695403-4	4	6
Carolina: Favor eliminar los siguientes seguros cargados a mi cuenta corriente, según: 15-05-2018  P.A.C. ZENIT SEGUROS GRALES S.A-FRAUD  00000000000  $ 7.029   $ 98.838   11-05-2018  P.A.C. MAPFRE SEGUROS VIDA Y AP.TRADI  00000000000  $ 5.675   $ 105.867   11-05-2018  P.A.C. MAPFRE SEGUROS VIDA Y AP.TRADI  00000000000  $ 5.675   $ 111.542   11-05-2018  P.A.C. MAPFRE SEGUROS VIDA Y AP.TRADI  00000000000  $ 5.675   $ 117.217   11-05-2018  P.A.C. MAPFRE SEGUROS VIDA Y AP.TRADI  00000000000  $ 5.67	4	6
Estimada lYDIA.  Me ha sido imposible contactarte. necesito porfa con urgencia maxima me envies la poliza de seguro de incendio y sismo  de mi credito hipotecario. En mi condominio me estan exigiendo hoy la poliza si no me cobraran un seguro adicional.  favor esto es de extrema urgencia   gracias y saludos   Viviana Chacon   	4	7
Carolina  disculpa ... acabo de tomar un seguro de vivienda pero necesito anularlo, me di cuenta que el monto a pagar son como 17.000 pesos distinto al desde que aparece en la propuesta.  Saludos	4	6
Hola Nicole, necesito me puedas ayudar en eliminar el seguro contratado ya que nunca me llego la póliza prometida por ende ya no es de mi interés.  Saludos Cordiales.  Paola Molina.  	4	6
Hola Marion, como estas Favor necesito tu ayuda, como puedo dar de baja los dos seguros que tengo: 1. seguro fraude 2. seguro cesantia cubre dividendos para ambos seguros me contactaron desde el banco, pero ya no quiero seguir con ellos. Favor tu respuesta a la brevedad. Saludos Que tengas una buena tarde	4	6
Estimada, necesito consultar por seguros de Mapfre y Suramericana,me parece que son lo mismo y quiero eliminar uno. Espero su respuesta. Gracias. Saludos  Mario Alcántara B.	4	6
Hola Paulina, te escribo porque quería dar de baja todos los seguros, como este que tenga:  P.A.C. ZENIT SEGUROS GRALES S.A- FRAU  Muchas gracias. 	4	6
Hola, te escribo porque necesito dar de bajar un seguro metlife que tengo asociado a la tarjeta de credito. Lo quiero dar de baja porque tengo otro seguro con las mismas características y este no me sirve.  Por favor te solicito ayuda respecto a este tema y ayuda a los pasos a seguir. de antemano muchas gracias	4	6
Hola Marcela:  Quisiera saber cómo puedo eliminar el seguro de fraude con Zenit que me están cobrando todos los meses.  Saludos  Paulina Bussinger	4	6
Estimada Señorita le solicitaria me informara sobre el o los seguros que mantengo contratados con banco Security, deseo evaluar su continuidad.  Atte.  MSZ	4	4
Buenas tardes. Solicito dar término a contrato de seguro  de METLIFE SEGURO ENFERME DEB. CAJA ACV01032059720000000000 19.980 Favor realizar gestiones para anular contrato y cesar en los cobros. gracias! 	4	6
Hola Gina, hice una simulación para ver lo del seguro de cesantia y claro ahi esta. para no tomarlo hay que sacar el tiket y realmente me parece como algo no transparente y se ve como  una trampa donde es fácil caer. Lo lógico sería que si lo quiero debo tikear como una aprobación,pero al ser al revés el sistema me lo esta agregando por efecto y eso no corresponde. te Ruego puedas darlo de baja y restituir en mi cta el descuento del seguro que yo no he contratado. Agradecido y en espera de tu co	4	6
Paula buenos días favor eliminar seguro de vida de mafre que está con cargo a mi cuenta corriente.  Atte.José Torralba 	4	6
Hola,  Quería consultar por los seguros de cesantía que solicité para los créditos hipotecarios. Si bien he visto que ya me estan descontando de la cuenta corriente en forma mensual, no he recibido la documentación respectiva.  Agradeceré me pueda indicar el contacto de la ejecutiva de seguros para revisar este tema.  Gracias.SCC	4	98
Estimada  Revisando mi cuenta, durante l mes de abril detecte que me están cobrando esto  25/04 PLAN PLUS PREFERENCIAL (UF 0.2400) 5.445  25/04 IVA EN COMISIONES/CUENTAS 1.035  Podría señalarme a que corresponde	4	6
Estimada, me gustaria anular un seguro que esta siendo cobrado a mi tarjeta de credito de metlife	4	6
Buenas tardes, adquirí 2 SOAP con promoción indicada en web del bancosecurity, en ella se indicaba que tendria bono para uso de cabify por $12.000 por cada uno. POLIZA N° 1943532-6 POLIZA N° 1943769-8  Como recibo los códigos promocionales?	4	98
Estimada Grace :  Junto con saludarte y esperando que te encuentres bien, por este medio te solicito que a partir de esta fecha me elimines el Seguro METLIFE SEGURO ENFERMEDADES. Cabe señalar, que este seguro esta con cargo automático en la tarjeta de crédito Mastercard del Banco Security y por lo tanto solicito que este cargo no se efectúe mas. La razón para terminar con este seguro, es que lo tome, sin considerar que con anterioridad ya contaba con otros seguros equivalentes en otras asegurado	4	6
Estimada Ximena:  Junto con saludar quería consultarte por el seguro que tengo asociado contra fraudes será completo? Lo que sucede es que hace poco tiempo me llegó un mail para contratar otro seguro y me quedé con la duda. A lo mejor el mío no tiene toda la protección necesaria.  Atte  Johanna Miqueles Aravena RUT 14.254.042-8 	4	98
solucionar el problema del seguro de fraude por compras en el extranjero Saludos cordiales	4	98
Carolina buenas tardes favor revisar cobro de este mes de un monto duplicado respecto a meses anteriores por cia de seguros cesantia asociado probablemente a un credito que se esta pagando actualmente. El monto cobrado es de $124.751 cuando meses anteriores ha sido la mitad.  agradeciendo tu informacion saludos Marcela Guerra	4	98
Daniela,  un favor necesito cancelar este seguro que contraté ya que por telefono indicaron que se cobraria aprox 5 a 6 mil pesos y ahora se cobra 9mil  P.A.C. ZENIT SEGUROS GRALES S.A- FRAU  desde ya gracias por cancenlarlo.  Saludos, Verónica Bull T.	4	6
Buen día Karla, junto con saludar quisiera pedirle que favor me envíes o me dirija donde puedo sacar el numero de mi póliza del seguro para poder realizar y enviar las solicitudes del cobro fantasma que le comente en mi tarjeta de crédito. Atte.   Mauricio Ramos A.	4	5
Estimada Paula:  Vendi mi auto que tenia seguro de accidentes  con PAC HDI seguros.  Al intentar eliminar el pago automatico  me encontré que tengo 2 PAC con HDI y no sé cual corresponde al Seguro de accidentes. ¿Puedes ayudarme?  Muchas Gracias,  Adriana Undurraga	4	6
Hola Laura Cómo estás? Te cuento que revisé mi cartola y todavía no me han abonado el mes que me cobraron por el seguro de cesantía que contraté y (después cancelé) correspondiente al crédito de consumo que pedí.  Eran 19.000 y algo, no me acuerdo el monto exacto de un mes. Cuándo me lo van a reversar??  Espero tu respuesta Un abrazo Constanza Meza 	4	4
Estimada Bárbara  De acuerdo a lo conversado, agradeceré eliminar el Seguro de Fraude que mensualmente cargan en mi cuenta corriente.  Saludos,  Eduardo González Villagra CI. 8013323-5	4	6
Hola Monica; quiero dar de baja un seguro que tiene PAC; lo puedo hacer directamente con uds o tengo que hablar con la aseguradora con que tengo el seguro?  Saludos  Pablo.	4	6
Estimados; solicito me envien que seguros tengo activos y que saldos dispongo en estos saludos José Miguel riveros	4	4
Paulina según lo conversado por teléfono te envío este mail para dejar que no se haga efectivo el seguro que me ofrecieron por vía telefónica hoy 24 de enero en la mañana. El número de el proceso telefónico que me dieron es el  011813671553 Espero que se solucione a la brevedad. Cuál quieres información que tengas me avisas. De antemano muchas gracias 	4	6
Hola Carola,  cómo estas?  Por favor me puedes pagar mañana cuando se liberen los fondos, los dos créditos?  Y también necesito que me mandes el fomulario para poder solicitar el monto del seguro de desgravamen, de primas no consumidas de ambos créditos, a mi mail personal.  Muchas gracias  saludos,	4	5
Estimada quisiera informacion del kitde seguro: accidente personales+hogar+fraude $29.586. que requisitos, como se activan las coberturas de robo, etc. 	4	4
Hola, espero que estes bien, Estoy buscando las condiciones de los seguros asociados a los créditos que tengo y no los puedo encontrar ¿cómo puedo acceder a esta información? Desde ya muchas gracias Saludos cordiales	4	4
 Estimada Srta Paula: quisiera consultar cuales son los pasos a seguir para poder hacer validos los seguros que poseo en mis crditos de consumo y el crdito Hipotecario, debido a que me enviaron la carta de aviso en mi trabajo, quedo atento a sus comentarios saludos Eliecer Viscay	4	9
Puedo contratar seguro desempleo a mi  linea credito y mastercard?	4	8
Hola María José, agradecería me enviaras la póliza de mi seguro automotriz, y me indicaras cuales son los plazos y pasos para darlo de baja. Muchas gracias!	4	7
